world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp
93,"University of California, Santa Cruz",50,24.7,0,0,37.9,34.3,29.4,37.3
94,University of Bonn,4,24.6,15.8,19.8,17.4,21.9,40.5,25.2
95,University of Strasbourg,4,24.5,25.8,28.8,13.9,17.7,35.5,21.2
96,KU Leuven,2,24.2,0,0,29.5,19.1,54.9,29.1
96,Swiss Federal Institute of Technology Lausanne,5,24.2,0,0,26.1,29.5,43.3,38.6
96,Texas A & M University,51,24.2,0,0,34.3,23.2,50.2,20.8
99,Georgia Institute of Technology,52,24.1,12.9,0,31,22.2,43.9,28
100,VU University Amsterdam,4,24,0,0,27.8,17.5,55.3,32.6
101-150,Aix Marseille University,05-Jul,,13.9,0,16.8,19.5,50,26.5
101-150,Baylor College of Medicine,53-64,,0,0,23.7,29.8,40.3,19.9
101-150,Cardiff University,Sep-17,,0,16.3,13.6,18.8,42.4,21.2
101-150,Case Western Reserve University,53-64,,31.1,10.9,17.9,22,39,23
101-150,Catholic University of Louvain,03-Apr,,10.5,13.3,15.9,9.4,42.4,29.1
101-150,Emory University,53-64,,0,0,28.4,23.7,51.2,17.9
101-150,Hokkaido University,04-Jun,,11.8,16.3,7.2,16.6,44,19.1
101-150,Indiana University Bloomington,53-64,,10.5,21.6,18.5,21.4,38.2,19.4
101-150,Joseph Fourier University (Grenoble 1),05-Jul,,0,14.9,17.4,22.4,39.6,20.2
101-150,London School of Economics and Political Science,Sep-17,,20.4,16.3,15.2,,30.5,28
101-150,Lund University,4,,21.7,0,22.5,14.7,50.4,20.9
101-150,Mayo Medical School,53-64,,0,0,34.9,14.1,47.8,28.6
101-150,Michigan State University,53-64,,9.1,0,30.7,21.3,50.5,18.5
101-150,Monash University,05-Jul,,0,0,18.4,22.9,58.6,25.1
101-150,Nagoya University,04-Jun,,22.3,14.1,16.8,18,45.2,21.1
101-150,National Taiwan University,1,,11.8,0,13.9,13.1,57.9,19.9
101-150,National University of Singapore,1,,0,0,18.3,20.2,60.2,30.9
101-150,Peking University,01-Mar,,0,0,11.2,20.2,63.6,19
101-150,Radboud University Nijmegen,05-Jul,,16.6,0,12.3,18.1,51.7,32.1
101-150,Seoul National University,1,,0,0,12.3,18.9,67.8,23.4
101-150,Shanghai Jiao Tong University,01-Mar,,0,0,12.6,11.5,65.9,21.8
101-150,Technical University of Denmark,3,,5.3,11.5,21.1,15.5,39,22.6
101-150,The University of Glasgow,Sep-17,,7.4,0,24.9,18.7,42.3,22.6
101-150,The University of New South Wales,05-Jul,,0,0,20.2,17.3,57.8,23.2
101-150,The University of Sheffield,Sep-17,,18.2,13.3,18.4,17.4,43.7,21.6
101-150,The University of Texas M. D. Anderson Cancer Center,53-64,,0,0,28.9,21.2,41.6,32.2
101-150,Tohoku University,04-Jun,,14.9,0,20.7,21.8,53.2,21.3
101-150,Tsinghua University,01-Mar,,10.5,0,10,26.2,62.7,19.5
101-150,Tufts University,53-64,,19,16.3,20.1,16.4,35.1,25.6
101-150,University Libre Bruxelles,03-Apr,,20.4,26.6,11.3,11.8,34.6,30.8
101-150,University of Alberta,05-Jun,,11.8,0,23.9,20.1,55.5,22.7
101-150,University of Amsterdam,05-Jul,,5.3,0,20.8,19.5,53.7,28
101-150,University of Birmingham,Sep-17,,19,9.4,20.8,14.5,45.7,20.7
101-150,"University of California, Riverside",53-64,,12.9,0,24.7,27.2,32.7,28.2
101-150,University of Frankfurt,05-Jul,,31.1,0,19.6,21.8,38.6,24.7
101-150,University of Freiburg,05-Jul,,19,18.8,13,25,37.8,24.4
101-150,University of Goettingen,05-Jul,,31.6,14.9,13.1,17.9,40.2,24.7
101-150,University of Leeds,Sep-17,,17.5,0,18.4,20.5,43.3,20.1
101-150,University of Liverpool,Sep-17,,17.5,13.3,16.3,19.4,42,22.7
101-150,University of Massachusetts Amherst,53-64,,13.9,0,32.8,17.3,36,23.2
101-150,University of Massachusetts Medical School - Worcester,53-64,,0,20,14.3,28.4,27.7,24.4
101-150,University of Montreal,05-Jun,,11.8,0,15.9,17.5,50.9,21.4
101-150,University of Nottingham,Sep-17,,11.8,20,17,17.3,46.5,19.9
101-150,University of Sao Paulo,1,,0,0,12.2,12,72.9,15.4
101-150,University of Southampton,Sep-17,,0,0,24.6,21.3,46.8,24.4
101-150,University of Sydney,05-Jul,,14.9,0,9.6,17.9,64.1,24.7
101-150,University of Virginia,53-64,,0,0,27,27.9,43.4,18.8
101-150,University of Wageningen,05-Jul,,0,0,22.8,19.9,41.8,32.1
101-150,University Paris Diderot - Paris 7,05-Jul,,11.8,9.4,14.9,32.2,44.5,19.4
101-150,Weizmann Institute of Science,3,,18.2,16.3,17,34.4,27.3,24.1
151-200,Erasmus University,8,,0,14.9,22,7.5,34.8,26.4
151-200,Fudan University,04-Jun,,0,0,12.2,15,56.3,21.3
151-200,George Mason University,65-77,,0,31.9,5.1,9.3,27.9,18.1
151-200,Icahn School of Medicine at Mount Sinai,65-77,,0,0,26,25.2,35.9,20.8
151-200,Iowa State University,65-77,,0,0,18.5,20,38.9,19.6
151-200,King Abdulaziz University,01-Feb,,0,0,33.1,5.1,39,12.2
151-200,King Saud University,01-Feb,,0,0,34.5,6,40.5,13.8
151-200,Kyushu University,07-Aug,,0,0,13.1,14.8,45.8,18
151-200,Nanyang Technological University,2,,0,0,11.2,10.6,50.4,25
151-200,North Carolina State University - Raleigh,65-77,,0,0,24,14.6,41.5,18.9
151-200,Oregon Health and Science University,65-77,,0,0,20.8,22.3,34.5,22
151-200,Oregon State University,65-77,,10.5,0,23,20.8,35.3,22.4
151-200,Tel Aviv University,4,,0,0,20.7,14.4,47.4,24.9
151-200,The Chinese University of Hong Kong,01-Feb,,0,14.1,15.1,5.1,43.3,21.7
151-200,The University of Adelaide,8,,14.9,0,15.1,10.9,41.4,24.5
151-200,The University of Calgary,7,,0,0,13.8,15.3,45,18
151-200,The University of Georgia,65-77,,0,0,20.6,20.6,42.1,18.3
151-200,The University of Hong Kong,01-Feb,,0,0,17.5,15.5,44,22.4
151-200,Tokyo Institute of Technology,07-Aug,,12.9,0,15.9,17.6,38.4,24.4
151-200,Trinity College Dublin,1,,10.5,13.3,10.7,13.2,32,18.3
151-200,University of Barcelona,1,,0,0,15.1,11.5,51.8,18.4
151-200,University of Bern,06-Jul,,12.9,0,16.3,21.7,40.3,26.5
151-200,University of Bologna,01-Jun,,0,0,13.8,11.2,48.1,18.4
151-200,University of Buenos Aires,1,,14.9,24,0,9,36.3,21.2
151-200,University of Delaware,65-77,,10.5,16.3,20.1,11.7,32.2,19.4
151-200,University of East Anglia,18-20,,13.9,0,19.2,15.4,29.9,23.5
151-200,University of Gothenburg,5,,0,15.4,12.3,13.9,42.7,19.7
151-200,University of Hamburg,Aug-13,,11.8,0,13.9,20,36.6,20.8
151-200,University of Hawaii at Manoa,65-77,,0,0,20.1,23.8,36.3,18.7
151-200,University of Illinois at Chicago,65-77,,0,0,18.9,14.4,43.9,17.4
151-200,University of Iowa,65-77,,0,0,20.3,21.2,45.3,17.7
151-200,University of Kiel,Aug-13,,10.5,13.3,12.2,13.4,31.2,18.2
151-200,University of Koeln,Aug-13,,0,11.5,8.6,17.5,37.2,20.2
151-200,University of Lausanne,06-Jul,,0,0,14.9,23.3,33.9,21.5
151-200,University of Miami,65-77,,0,0,22,18.9,41,15.3
151-200,University of Milan,01-Jun,,17.5,0,14.2,10.5,46,20.8
151-200,University of Muenster,Aug-13,,19.7,13.3,13.2,15.2,36.5,21.3
151-200,University of Padua,01-Jun,,0,0,11.3,17.7,48.7,22
151-200,University of Paris Descartes (Paris 5),8,,11.8,9.4,12.2,16.2,42,16.3
151-200,University of Pisa,01-Jun,,13.9,23.1,7.2,6.7,38.1,22.2
151-200,University of Roma - La Sapienza,01-Jun,,11.8,13.3,5.1,11.6,53.4,17.9
151-200,University of Science and Technology of China,04-Jun,,0,0,15.9,15.2,47.5,23.9
151-200,University of Sussex,18-20,,0,22.4,15.2,13.5,29,25.6
151-200,University of Tuebingen,Aug-13,,22.9,0,12.2,18.7,42.5,23.5
151-200,University of Turin,01-Jun,,15.8,0,16.2,9.5,40.3,20.1
151-200,University of Vienna,1,,13.9,0,17.2,21.9,37,24.2
151-200,University of Warwick,18-20,,0,0,22.5,13.1,38.9,21.9
151-200,University of Wuerzburg,Aug-13,,19.7,0,18.9,15,34.4,20.7
151-200,Virginia Commonwealth University,65-77,,10.5,14.1,15.9,11.8,34,14.6
151-200,Zhejiang University,04-Jun,,0,0,7.1,12.5,66.5,19
201-300,Autonomous University of Barcelona,02-Apr,,0,0,5,13.7,45.3,20.3
201-300,Autonomous University of Madrid,02-Apr,,0,0,11.3,12,39,17.1
201-300,Beijing Normal University,07-Dec,,15.8,0,5,7.8,37.2,15.4
201-300,Charles University in Prague,1,,9.1,0,0,10.4,43.6,19.3
201-300,City University of Hong Kong,03-Apr,,0,0,18.1,1.5,37.9,21.5
201-300,Claude Bernard University Lyon 1,Sep-14,,10.5,0,0,17.4,41,14.5
201-300,Colorado State University,78-104,,0,0,20.3,13.6,35.5,19.5
201-300,Dalhousie University,Aug-16,,0,0,12.2,15.2,34.1,17.9
201-300,Dartmouth College,78-104,,18.2,0,20.7,14.1,25.6,20.3
201-300,Delft University of Technology,09-Oct,,11.8,0,8.6,18.3,38.6,21.3
201-300,Durham University,21-29,,0,0,19.6,15.5,34.1,21
201-300,Ecole Normale Superieure - Lyon,Sep-14,,0,20,3.6,11.7,21,28.4
201-300,Florida State University,78-104,,0,0,14.6,16,37.9,19.1
201-300,Harbin Institute of Technology,07-Dec,,0,0,10,2.9,47.5,14.7
201-300,Huazhong University of Science and Technology,07-Dec,,0,0,0,7.7,50.4,15.7
201-300,Karlsruhe Institute of Technology (KIT),14-22,,0,0,12,15.1,38,19.8
201-300,Kobe University,09-Oct,,14.9,0,5.1,14.7,30.9,15.4
201-300,Korea Advanced Institute of Science and Technology,02-May,,0,0,8.3,16.8,38.7,28.8
201-300,Korea University,02-May,,0,0,8.7,10.2,49.1,21.2
201-300,Laval University,Aug-16,,0,0,15,9.3,36.9,16
201-300,Louisiana State University - Baton Rouge,78-104,,0,0,13.6,12.6,34,14.3
201-300,Maastricht University,09-Oct,,0,0,10.7,6.6,41.5,24.8
201-300,Macquarie University,9,,0,0,18.1,13,32.8,24.3
201-300,Medical University of Vienna,02-Mar,,9.1,9.4,8.6,9.7,32.9,18
201-300,Nanjing University,07-Dec,,0,0,0.7,6.9,51.5,17.8
201-300,National Autonomous University of Mexico,1,,12.9,0,3.3,10.4,47.7,23.2
201-300,National Cheng Kung University,02-Mar,,0,0,10.1,2.7,43.6,17.9
201-300,National Tsing Hua University,02-Mar,,12.9,0,5.1,12.6,32.7,20.8
201-300,Newcastle University,21-29,,0,0,12.2,16,38.5,18.8
201-300,Northeastern University,78-104,,0,0,15.9,18.1,28.8,20.2
201-300,Norwegian University of Science and Technology - NTNU,02-Mar,,13.9,0,10.1,13.4,37.3,18
201-300,Paul Sabatier University (Toulouse 3),Sep-14,,0,0,12.3,20.6,38.1,14.3
201-300,Polytechnic Institute of Milan,07-Aug,,7.4,14.9,5,8.4,33.1,20.3
201-300,"Queen Mary, University of London",21-29,,18.2,0,18.1,11.6,31.7,19.9
201-300,Queen's University,Aug-16,,0,0,13.1,11.8,33.9,19.2
201-300,Rensselaer Polytechnic Institute,78-104,,12.9,0,13.9,12.2,23.1,23.8
201-300,Royal Institute of Technology,06-Aug,,0,14.9,3.6,9.9,38,23.5
201-300,RWTH Aachen University,14-22,,0,0,15.1,8.1,41.1,20.8
201-300,Simon Fraser University,Aug-16,,0,0,12.2,12.9,33.3,18.8
201-300,State University of New York at Buffalo,78-104,,0,0,13.1,8.1,38.8,15.5
201-300,Stony Brook University,78-104,,0,0,14.8,18.9,36.9,16.8
201-300,Sun Yat-sen University,07-Dec,,0,0,8.7,8.8,53.2,17
201-300,Sungkyunkwan University,02-May,,0,0,0,12.2,47.2,21.3
201-300,Swedish University of Agricultural Sciences,06-Aug,,0,0,13.3,13.3,30,24
201-300,The George Washington University,78-104,,11.8,0,6.3,11.1,34.4,17
201-300,The Hong Kong University of Science and Technology,03-Apr,,0,0,17.4,8.1,30.1,22.8
201-300,The University of Alabama at Birmingham,78-104,,0,0,18.1,13.6,41.3,15.5
201-300,The University of Auckland,01-Feb,,13.9,0,10.1,13.5,40,20.8
201-300,The University of Dundee,21-29,,0,0,16.8,16,26.1,20.3
201-300,The University of New Mexico - Albuquerque,78-104,,0,0,14.9,16.8,34.2,15.3
201-300,The University of Texas Health Science Center at Houston,78-104,,0,15.4,13.9,9.7,32.2,16.5
201-300,TU Dresden,14-22,,0,0,10.7,16,39.9,20.6
201-300,Umea University,06-Aug,,0,0,12.2,11.3,33.8,16.7
201-300,University College Dublin,2,,0,0,10.7,12.3,34.8,17.9
201-300,University of Aberdeen,21-29,,0,13.3,12.2,12.6,31.9,21.2
201-300,University of Bergen,02-Mar,,0,0,10.7,14.6,36.9,19.5
201-300,University of Bochum,14-22,,0,0,13.3,9.9,36.5,18.6
201-300,University of Bordeaux,Sep-14,,0,0,14.3,16.6,40,15.4
201-300,University of Cape Town,01-Feb,,19,0,12.2,10,35.6,19.1
201-300,University of Cincinnati,78-104,,0,0,22.6,9.3,39.7,15.3
201-300,University of Erlangen-Nuremberg,14-22,,0,0,15.9,14.6,39.3,20.8
201-300,University of Exeter,21-29,,0,0,17.8,18.8,33.6,22.7
201-300,University of Florence,07-Aug,,0,0,16.8,10.5,38.9,18.6
201-300,University of Guelph,Aug-16,,0,0,17.5,9.7,31.1,18.7
201-300,University of Houston,78-104,,0,0,17.3,11.4,36.7,19.9
201-300,University of Innsbruck,02-Mar,,0,9.4,14.8,17.1,24.8,24.5
201-300,University of Kansas,78-104,,11.8,0,11.3,13.3,39.5,14.5
201-300,University of Kentucky,78-104,,10.5,0,3.6,12.5,39.7,13.5
201-300,University of Leicester,21-29,,0,0,14.6,18.8,32.7,20.4
201-300,University of Leipzig,14-22,,11.8,13.3,5,9.6,34.6,18.5
201-300,University of Liege,5,,7.4,0,10.1,14.6,31.5,23.9
201-300,University of Lisbon,1,,0,8.1,5,10.8,46.8,22.8
201-300,University of Lorraine,Sep-14,,11.8,16.3,0,7.9,33.7,18.2
201-300,University of Mainz,14-22,,0,7.7,8.9,16.8,37.1,20.1
201-300,University of Marburg,14-22,,10.5,0,14.3,12.1,29.5,16.6
201-300,"University of Maryland, Baltimore",78-104,,0,0,19.1,15.6,38.3,16.8
201-300,University of Missouri - Columbia,78-104,,9.1,0,3.6,15.2,37.2,13.5
201-300,University of Montpellier 2,Sep-14,,10.5,0,6.3,15,31.1,17.3
201-300,University of Nebraska - Lincoln,78-104,,17.5,0,16.8,12.5,34.3,16.8
201-300,University of Notre Dame,78-104,,12.9,0,17.5,13,32.1,19.7
201-300,University of Oregon,78-104,,9.1,0,10.1,17,27.1,18.5
201-300,University of Otago,01-Feb,,0,0,12.2,11.3,34.6,27.2
201-300,University of Ottawa,Aug-16,,0,0,8.6,13.4,43.3,18.8
201-300,University of South Carolina - Columbia,78-104,,0,0,16.8,6.9,35.2,15.5
201-300,University of South Florida,78-104,,0,0,16.3,9.7,40,18.1
201-300,University of St Andrews,21-29,,10.5,0,3.8,17.7,29,20.4
201-300,University of Stuttgart,14-22,,19,0,10.1,11.7,27,15.7
201-300,University of Tennessee - Knoxville,78-104,,10.5,0,15.9,13.1,39.1,14.6
201-300,University of the Witwatersrand,01-Feb,,19,0,7.1,16.3,31.9,18.3
201-300,University of Tsukuba,09-Oct,,0,19.6,5.8,10.9,35.7,15.6
201-300,University of Valencia,02-Apr,,0,0,8.6,9.4,41.8,14.4
201-300,University of Victoria,Aug-16,,0,0,17.2,8.2,30.6,19.5
201-300,University of Waterloo,Aug-16,,0,0,14.6,12.6,41.6,21.3
201-300,University of York,21-29,,0,0,13.9,16.2,33,20.4
201-300,Virginia Polytechnic Institute and State University,78-104,,11.8,0,11.4,8.4,40.4,16.7
201-300,Washington State University,78-104,,0,0,17.3,10,30,16.1
201-300,Western University (The University of Western Ontario),Aug-16,,0,0,5.1,15,41.9,18
201-300,Xian Jiao Tong University,07-Dec,,0,0,8.7,8.1,46.4,17.4
201-300,Yeshiva University,78-104,,0,0,6.3,21.8,32.9,21.9
201-300,Yonsei University,02-May,,0,0,8.6,6.6,51.1,20.8
301-400,Beihang University,13-25,,0,0,8.6,4.1,37.1,15
301-400,Brandeis University,105-125,,19.7,0,3.6,20.3,18.4,24.6
301-400,Brigham Young University,105-125,,9.1,0,12.2,6.7,26.2,12.5
301-400,Central South University,13-25,,0,0,7.1,1.5,45.3,15.3
301-400,Chalmers University of Technology,09-Oct,,0,0,8.9,11.1,30.2,20
301-400,Chiba University,Nov-14,,0,0,8.7,10.1,29,15.7
301-400,China Agricultural University,13-25,,0,0,0,13.1,39.2,16.6
301-400,City University of New York City College,105-125,,29.3,0,5.1,8.4,17.9,18.4
301-400,Complutense University of Madrid,05-Aug,,19.7,0,0,5.5,42.9,12.1
301-400,Curtin University,Oct-18,,0,0,7.1,12.1,34.8,21.4
301-400,Dalian University of Technology,13-25,,0,0,5,4.6,42.1,16.7
301-400,Drexel University,105-125,,0,0,12.3,8.8,28.6,18.2
301-400,Ecole Polytechnique,15-17,,17.5,0,5.1,9.7,27,21.3
301-400,Eindhoven University of Technology,11-Dec,,0,0,12.3,8.4,31.9,22.5
301-400,Eotvos Lorand University,1,,13.9,0,10.1,8.6,23.7,13.4
301-400,ESPCI ParisTech,15-17,,7.4,18.8,0,9.5,15.5,28.9
301-400,Federal University of Minas Gerais,02-May,,0,0,3.6,4.9,37.9,17.9
301-400,Federal University of Rio de Janeiro,02-May,,0,0,0,8.1,40.5,19.2
301-400,Flinders University,Oct-18,,15.8,0,5.1,4.1,28.5,21.3
301-400,Georgetown University,105-125,,0,0,11.1,9.1,31.9,17.9
301-400,Griffith University,Oct-18,,0,0,3.6,7.6,35.1,18.3
301-400,Hannover Medical School,23-30,,0,0,8.7,7.5,31.5,16.1
301-400,Hanyang University,06-Aug,,0,0,0,6.7,39.8,20.8
301-400,Hiroshima University,Nov-14,,0,0,4.8,13.6,33.1,14.9
301-400,Indian Institute of Science,1,,0,0,7.2,2.9,35.7,17.3
301-400,Indiana University-Purdue University at Indianapolis,105-125,,0,0,7.1,11.9,38.2,13.6
301-400,Jagiellonian University,01-Feb,,10.5,0,3.6,6.8,34,16.6
301-400,James Cook University,Oct-18,,0,0,10.1,15.7,27.3,23.5
301-400,Jilin University,13-25,,0,0,0,9.9,48.9,12.8
301-400,Keio University,Nov-14,,0,0,5.1,13,34,13.5
301-400,Kyung Hee University,06-Aug,,0,0,5,3.1,40,18.1
301-400,Lancaster University,30-33,,0,0,13.9,7.5,29.3,18.5
301-400,Lanzhou University,13-25,,0,0,7.1,2.2,36.6,17.5
301-400,Linkoping University,09-Oct,,0,0,10.7,9.5,35.1,17.7
301-400,London School of Hygiene & Tropical Medicine,30-33,,7.4,0,7.1,5.8,31.9,20.8
301-400,Nankai University,13-25,,0,0,5,6.8,36.5,13.9
301-400,National and Kapodistrian University of Athens,1,,0,0,10.6,3.8,39.8,19.2
301-400,National Chiao Tung University,4,,0,0,8.6,9.3,34.7,20.4
301-400,Pohang University of Science and Technology,06-Aug,,0,0,7.1,11.1,30.6,32.6
301-400,Polytechnic University of Valencia,05-Aug,,0,0,10.4,12.2,33.4,15.2
301-400,Queen's University Belfast,30-33,,18.2,0,0,10.9,32.4,18
301-400,Saint Petersburg State University,2,,27.3,0,0,6.1,28,16
301-400,San Diego State University,105-125,,0,0,14.3,11.5,25,16.6
301-400,Scuola Normale Superiore - Pisa,09-Dec,,0,0,7.2,7.1,18,58.9
301-400,Shandong University,13-25,,0,0,0,3.6,50.6,14.3
301-400,Sichuan University,13-25,,0,0,0,3.1,50.8,14.1
301-400,South China University of Technology,13-25,,0,0,7.1,5.7,37.6,14.2
301-400,Southeast University,13-25,,0,0,8.7,7.5,40.2,14.9
301-400,SUNY at Albany,105-125,,0,0,13.1,7.2,26.3,18.2
301-400,Swinburne University of Technology,Oct-18,,0,0,11.3,13.1,21.4,22.4
301-400,Technical University of Berlin,23-30,,16.6,0,7.8,6.6,29.4,15.9
301-400,Temple University,105-125,,0,0,13.3,7.1,33.4,12.2
301-400,The Hong Kong Polytechnic University,5,,0,0,11.3,3.8,39.8,19
301-400,The University of Montana - Missoula,105-125,,5.3,0,15.9,15,16,17.3
301-400,The University of Reading,30-33,,0,0,14.3,10.8,28.9,19.7
301-400,The University of Texas at Dallas,105-125,,0,0,10.1,11.5,27.5,21.5
301-400,The University of Texas Health Science Center at San Antonio,105-125,,0,0,20.1,9.5,27.7,15.6
301-400,Thomas Jefferson University,105-125,,0,0,8.9,8.8,27.7,27.9
301-400,Tokyo Medical and Dental University,Nov-14,,0,0,8.6,11.4,24.2,24.5
301-400,Tongji University,13-25,,0,0,0,7.9,43.2,14.4
301-400,Tulane University,105-125,,0,0,12.2,8.4,26.6,14.9
301-400,UNESP,02-May,,0,0,0,7.9,43.9,20.7
301-400,University of Antwerp,06-Jul,,0,0,5.1,11,35.8,26.5
301-400,University of Belgrade,1,,0,0,0,2.2,44.9,20.9
301-400,University of Campinas,02-May,,0,0,3.6,4.6,42.6,20
301-400,University of Central Florida,105-125,,0,0,13.6,10.8,29.3,16.6
301-400,University of Colorado at Denver,105-125,,0,0,15.9,8.3,33.2,12.1
301-400,University of Connecticut,105-125,,11.8,0,8,7.8,34.6,13
301-400,University of Duesseldorf,23-30,,11.8,0,6.1,11,31,16.3
301-400,University of Duisburg-Essen,23-30,,0,0,8.6,9.5,30.8,15.5
301-400,University of Giessen,23-30,,0,0,12.3,10.1,30.9,16.3
301-400,University of Granada,05-Aug,,0,0,7.1,9.4,39.9,13.3
301-400,University of Halle-Wittenberg,23-30,,0,6.7,3.6,11.3,25.7,13.6
301-400,University of Konstanz,23-30,,0,0,12.1,12.5,22.7,13.3
301-400,University of Malaya,1,,0,0,5,3.4,39.1,18.5
301-400,University of Manitoba,17-18,,0,0,8.1,8.8,35.4,15.9
301-400,University of Milan - Bicocca,09-Dec,,0,0,5,6.9,31.4,21.5
301-400,University of Naples Federico II,09-Dec,,0,0,8.6,5.1,42.4,16.8
301-400,University of Newcastle,Oct-18,,0,0,11.1,7.1,31.4,21.3
301-400,University of Oulu,02-Mar,,11.8,0,8.6,8.2,28.8,15
301-400,University of Paris Dauphine (Paris 9),15-17,,15.8,26.6,3.6,0,13.6,23.1
301-400,University of Pompeu Fabra,05-Aug,,0,0,5,17.2,26.2,31.4
301-400,University of Porto,2,,0,0,0,9.4,42.7,20.3
301-400,University of Rhode Island,105-125,,0,0,15.2,9.3,21.5,16.4
301-400,University of Roma - Tor Vergata,09-Dec,,0,0,0,10.7,34.1,19.4
301-400,University of Saskatchewan,17-18,,9.1,0,7.9,7.7,32.7,15.5
301-400,University of Southern Denmark,4,,0,0,7.2,11.7,35.5,18
301-400,University of Tasmania,Oct-18,,0,0,10.1,15.6,27.6,22
301-400,"University of Technology, Sydney",Oct-18,,0,0,14.3,4.1,28,18.6
301-400,University of Tehran,1,,12.9,0,10,0,38.8,19.6
301-400,University of Turku,02-Mar,,0,0,6.3,8.4,32.9,16.3
301-400,University of Twente,11-Dec,,0,0,5.1,10.4,32.5,20.8
301-400,University of Ulm,23-30,,0,0,12.3,12.5,31.3,16.8
301-400,University of Vermont,105-125,,13.9,0,12.2,9,26.4,14.2
301-400,University of Warsaw,01-Feb,,15.8,0,0,8.6,30.6,15.6
301-400,University of Wollongong,Oct-18,,0,0,12.2,7.5,31.9,21.7
301-400,Vrije University Brussel,06-Jul,,13.9,0,5,9.6,30,25.6
301-400,Wake Forest University,105-125,,0,0,14.9,7.5,25.8,12
301-400,Wayne State University,105-125,,0,0,3.6,10.1,37.8,13.9
301-400,Xiamen University,13-25,,0,0,5.5,8.8,37.3,13.8
401-500,Aalborg University,5,,0,0,12.2,3.4,27.6,15.2
401-500,Aalto University,04-May,,0,0,0,9.6,32,15.5
401-500,Aristotle University of Thessaloniki,2,,0,0,4.9,2.2,33.8,16
401-500,Auburn University,126-146,,0,0,8.6,6,28.2,13.1
401-500,Bar-Ilan University,05-Jun,,0,0,7.2,7.4,28.1,14.3
401-500,Ben-Gurion University of the Negev,05-Jun,,0,0,3.6,7.2,33.8,16.2
401-500,Bielefeld University,31-39,,0,0,11.8,7.1,24.4,13
401-500,Boston College,126-146,,0,0,8.6,12.9,22.5,14.6
401-500,Brunel University,34-38,,0,0,12.2,3.8,25.4,16.1
401-500,Cairo University,1,,19.7,0,0,3.8,29.7,15.3
401-500,Capital University of Medical Sciences,26-32,,0,0,0,0,33.1,29.1
401-500,Carleton University,19-21,,0,0,12.2,5.3,26.2,15.4
401-500,Catholic University of Chile,01-Feb,,0,0,3.6,8.6,30,14.7
401-500,Catholic University of Korea,09-Oct,,0,0,0,1.5,30.3,34.8
401-500,Catholic University of the Sacred Heart,13-21,,0,0,3.6,7.5,30.1,18
401-500,Chang Gung University,05-Jul,,0,0,3.6,3.3,35.1,21.6
401-500,Clemson University,126-146,,0,0,6.3,8.7,26.8,14.5
401-500,Deakin University,19,,0,0,0,8.4,34.1,19.9
401-500,East China University of Science and Technology,26-32,,0,0,5,4.9,33.5,15.1
401-500,Ewha Womans University,09-Oct,,0,0,5,9,27.8,15.8
401-500,Federal University of Rio Grande do Sul,6,,0,0,0,4.7,38.9,18.2
401-500,Istanbul University,1,,13.9,0,0,3.3,34.9,16.9
401-500,Kanazawa University,15-19,,0,0,5.1,10.5,25.4,14.4
401-500,Kansas State University,126-146,,0,0,7.1,11.2,28,13.8
401-500,Kent State University,126-146,,0,0,5.1,13,22.4,14
401-500,King Abdullah University of Science and Technology,03-Apr,,0,0,16.8,9.6,20,12.9
401-500,King Fahd University of Petroleum & Minerals,03-Apr,,0,0,17.9,4.9,20.3,16.3
401-500,Medical University of Graz,04-Jun,,0,9.4,3.6,4.4,24.8,22
401-500,Medical University of South Carolina,126-146,,0,0,7.2,6,29.8,19.7
401-500,MINES ParisTech,18-21,,13.9,24.9,0,3.8,8.1,13.1
401-500,Nanjing Medical University,26-32,,0,0,0,4.1,31.3,26.3
401-500,National Sun Yat-Sen University,05-Jul,,0,0,12.3,2.4,27.5,19.9
401-500,National Yang Ming University,05-Jul,,0,0,0,4.2,33.3,24.1
401-500,Okayama University,15-19,,0,0,3.6,10.6,29.6,12.2
401-500,Oklahoma State University,126-146,,0,0,8.6,4.9,28.5,13.7
401-500,Osaka City University,15-19,,15.8,0,3.6,6.5,21.5,13.9
401-500,Peking Union Medical College,26-32,,0,0,0,9.9,32.6,16.2
401-500,Polytechnic University of Catalonia,09-Dec,,0,0,5,8.3,28.7,14
401-500,Rush University,126-146,,0,0,10.7,6.6,24.7,16.3
401-500,Saint Louis University,126-146,,0,11.5,5.1,4.6,24.2,11.5
401-500,Soochow University,26-32,,0,0,0,4.2,39.5,14.4
401-500,State University of New York Health Science Center at Brooklyn,126-146,,0,15.4,5.1,7.1,16.3,17.5
401-500,Stellenbosch University,03-Apr,,0,0,5,5.8,30.2,14.6
401-500,Stockholm School of Economics,11,,0,16.3,0,,9.4,37.9
401-500,Syracuse University,126-146,,0,0,8.1,8.1,24.8,13.1
401-500,Technical University Darmstadt,31-39,,14.9,0,3.6,7.9,27.4,14.3
401-500,Technical University of Braunschweig,31-39,,12.9,0,3.6,9.3,21.3,11.8
401-500,The Open University,34-38,,0,0,6.3,12.9,22.3,13.1
401-500,The University of Texas Medical Branch at Galveston,126-146,,0,0,13.9,5,22.9,14.2
401-500,Tianjin University,26-32,,0,0,0,1.5,43.2,16.2
401-500,Tilburg University,13,,0,0,0,,28.1,21.2
